location,site,species,id,number,fl,tl,wt,month,season,year
creek,downstream,brown bullhead,,1,,143,33.3,october,fall,2023
creek,downstream,brown bullhead,,5,,149,221.3,october,fall,2023
creek,downstream,brown bullhead,,1,,120,164.7,october,fall,2023
creek,downstream,brown bullhead,,1,,183,73.4,october,fall,2023
creek,downstream,brown bullhead,,1,,172,155.4,october,fall,2023
creek,downstream,brown bullhead,,1,,185,76.4,october,fall,2023
creek,downstream,brown bullhead,,1,NA,175,65.3,october,fall,2023
lake,LK1,brown bullhead,,3,,,,august,summer,2023
lake,LK1,brown bullhead,,26,,,,october,fall,2023
lake,LK10,brown bullhead,,1,,189,84.2,august,summer,2023
lake,LK10,brown bullhead,,1,,200,86.2,august,summer,2023
lake,LK10,brown bullhead,,,,162,50,august,summer,2023
lake,LK10,brown bullhead,,,,188,85.7,august,summer,2023
lake,LK10,brown bullhead,,,,173,60,august,summer,2023
lake,LK10,brown bullhead,,,,201,93.3,august,summer,2023
lake,LK10,brown bullhead,,,,180,61,august,summer,2023
lake,LK10,brown bullhead,,,,195,88.4,august,summer,2023
lake,LK2,brown bullhead,,8,,,,august,summer,2023
lake,LK2,brown bullhead,,30,,,,may,spring,2023
lake,LK2,brown bullhead,,24,,,,october,fall,2023
lake,LK3,brown bullhead,,24,,,,august,summer,2023
lake,LK3,brown bullhead,,43,,,,may,spring,2023
lake,LK3,brown bullhead,,1,,138,30.7,october,fall,2023
lake,LK3,brown bullhead,,1,,128,25.5,october,fall,2023
lake,LK3,brown bullhead,,1,,108,14.2,october,fall,2023
lake,LK3,brown bullhead,,1,,87,8.1,october,fall,2023
lake,LK3,brown bullhead,,1,,108,14.6,october,fall,2023
lake,LK4,brown bullhead,,18,,,,august,summer,2023
lake,LK4,brown bullhead,,21,,,,may,spring,2023
lake,LK4,brown bullhead,,34,,,,october,fall,2023
lake,LK5,brown bullhead,,14,,,,august,summer,2023
lake,LK5,brown bullhead,,44,,,,may,spring,2023
lake,LK5,brown bullhead,,17,,,,october,fall,2023
lake,LK6,brown bullhead,,1,,192,83,august,summer,2023
lake,LK6,brown bullhead,,1,,175,72.8,august,summer,2023
lake,LK6,brown bullhead,,1,,172,71.3,august,summer,2023
lake,LK6,brown bullhead,,1,,190,75.8,august,summer,2023
lake,LK6,brown bullhead,,1,,168,43.1,august,summer,2023
lake,LK6,brown bullhead,,1,,184,62.1,august,summer,2023
lake,LK6,brown bullhead,,1,,170,67.3,august,summer,2023
lake,LK6,brown bullhead,,1,,163,52.2,august,summer,2023
lake,LK6,brown bullhead,,1,,169,73.1,august,summer,2023
lake,LK6,brown bullhead,,1,,192,75.6,august,summer,2023
lake,LK6,brown bullhead,,1,,166,67.9,august,summer,2023
lake,LK6,brown bullhead,,1,,182,81.4,august,summer,2023
lake,LK6,brown bullhead,,54,,,,may,spring,2023
lake,LK6,brown bullhead,,12,,,,may,spring,2023
lake,LK7,brown bullhead,,1,,,,may,spring,2023
lake,LK7,brown bullhead,,1,,190,80,october,fall,2023
lake,LK7,brown bullhead,,1,,174,56.2,october,fall,2023
lake,LK7,brown bullhead,,1,,187,83.2,october,fall,2023
lake,LK7,brown bullhead,,1,,180,75.8,october,fall,2023
lake,LK7,brown bullhead,,1,,184,74.5,october,fall,2023
lake,LK7,brown bullhead,,1,,186,67.9,october,fall,2023
lake,LK9,brown bullhead,,1,,,,may,spring,2023
creek,upstream,brown bullhead,,bulk,,,257.2,april,spring,2024
creek,upstream,brown bullhead,,bulk,,,372.6,april,spring,2024
creek,upstream,brown bullhead,,bulk,,,220.7,april,spring,2024
creek,upstream,brown bullhead,,1,,187,71.8,april,spring,2024
creek,upstream,brown bullhead,,1,,165,46.8,april,spring,2024
creek,upstream,brown bullhead,,bulk,,183,,april,spring,2024
creek,upstream,brown bullhead,,bulk,,178,,april,spring,2024
creek,upstream,brown bullhead,,bulk,,,333.4,april,spring,2024
creek,upstream,brown bullhead,,1,,185,74.2,april,spring,2024
creek,upstream,brown bullhead,,1,,176,62.4,april,spring,2024
creek,upstream,brown bullhead,,1,,179,80,august,summer,2024
creek,upstream,brown bullhead,,1,,175,63.7,august,summer,2024
creek,upstream,brown bullhead,,1,,183,76,august,summer,2024
creek,upstream,brown bullhead,,1,,192,82.7,august,summer,2024
creek,upstream,brown bullhead,,1,,177,60.4,august,summer,2024
creek,upstream,brown bullhead,,1,,117,18.8,august,summer,2024
creek,upstream,brown bullhead,,bulk,,,216.2,august,summer,2024
creek,upstream,brown bullhead,,bulk,,,206.8,august,summer,2024
creek,upstream,brown bullhead,,1,,192,79,august,summer,2024
creek,upstream,brown bullhead,,1,,128,24.3,august,summer,2024
creek,upstream,brown bullhead,,1,,105,11.6,august,summer,2024
creek,upstream,brown bullhead,,bulk,,,192.3,august,summer,2024
creek,upstream,brown bullhead,,1,,195,94.6,august,summer,2024
creek,upstream,brown bullhead,,1,,166,51.3,august,summer,2024
creek,upstream,brown bullhead,,1,,163,53.9,august,summer,2024
creek,upstream,brown bullhead,,1,,112,16.2,august,summer,2024
creek,upstream,brown bullhead,,1,,193,81.3,august,summer,2024
creek,upstream,brown bullhead,,1,,120,20,august,summer,2024
creek,upstream,brown bullhead,,1,,176,65.6,august,summer,2024
creek,upstream,brown bullhead,,1,,190,86.1,august,summer,2024
creek,upstream,brown bullhead,,1,,190,83.9,august,summer,2024
creek,upstream,brown bullhead,,1,,105,15.3,august,summer,2024
creek,upstream,brown bullhead,,1,,157,44.6,august,summer,2023
creek,upstream,brown bullhead,,1,,171,60.8,august,summer,2023
creek,upstream,brown bullhead,,1,,165,49,august,summer,2023
creek,upstream,brown bullhead,,1,,173,64.5,august,summer,2023
creek,upstream,brown bullhead,,1,,234,145.7,august,summer,2023
creek,upstream,brown bullhead,,1,,167,65.5,august,summer,2023
creek,upstream,brown bullhead,,1,,151,40,august,summer,2023
creek,upstream,brown bullhead,,1,,178,71.9,august,summer,2023
creek,upstream,brown bullhead,,1,,168,58.2,august,summer,2023
creek,upstream,brown bullhead,,1,,187,81.3,august,summer,2023
creek,upstream,brown bullhead,,1,,185,85.4,august,summer,2023
creek,upstream,brown bullhead,,3,,,258.4,august,summer,2023
creek,upstream,brown bullhead,,3,,,202.7,august,summer,2023
creek,upstream,brown bullhead,,3,,,255.9,august,summer,2023
creek,upstream,brown bullhead,,3,,,338.8,august,summer,2023
creek,upstream,brown bullhead,,3,,,192.5,august,summer,2023
creek,upstream,brown bullhead,,6,,,436.1,august,summer,2023
creek,upstream,brown bullhead,,3,,,222.7,august,summer,2023
creek,upstream,brown bullhead,,3,,,197.5,august,summer,2023
creek,upstream,brown bullhead,,16,,,,august,summer,2023
creek,upstream,brown bullhead,,1,,188,82.4,august,summer,2023
creek,upstream,brown bullhead,,1,,172,62.7,august,summer,2023
creek,upstream,brown bullhead,,1,,200,95.8,august,summer,2023
creek,upstream,brown bullhead,,1,,148,35.5,august,summer,2023
creek,upstream,brown bullhead,,1,,170,58.4,august,summer,2023
creek,upstream,brown bullhead,,1,,162,48.1,august,summer,2023
creek,upstream,brown bullhead,,1,,190,82.8,august,summer,2023
creek,upstream,brown bullhead,,1,,175,70,august,summer,2023
creek,upstream,brown bullhead,,1,,182,76.2,august,summer,2023
creek,upstream,brown bullhead,,1,,226,140.4,august,summer,2023
creek,upstream,brown bullhead,,1,,185,76,august,summer,2023
creek,upstream,brown bullhead,,1,,214,123.7,august,summer,2023
creek,upstream,brown bullhead,,1,,185,80.9,august,summer,2023
creek,upstream,brown bullhead,,1,,160,42.4,august,summer,2023
creek,upstream,brown bullhead,,3,,170,149.7,august,summer,2023
creek,upstream,brown bullhead,,3,,180,197,august,summer,2023
creek,upstream,brown bullhead,,3,,183,194.6,august,summer,2023
creek,upstream,brown bullhead,,4,,185,271.9,august,summer,2023
creek,upstream,brown bullhead,,3,,170,190,august,summer,2023
creek,upstream,brown bullhead,,3,,186,215.3,august,summer,2023
creek,upstream,brown bullhead,,3,,180,259.4,august,summer,2023
creek,upstream,brown bullhead,,3,,198,237.2,august,summer,2023
creek,upstream,brown bullhead,,3,,175,164.5,august,summer,2023
creek,upstream,brown bullhead,,3,,174,193.5,august,summer,2023
creek,upstream,brown bullhead,,1,,185,130.4,august,summer,2023
creek,upstream,brown bullhead,,9,,,,may,spring,2023
creek,upstream,brown bullhead,,12,,,,may,spring,2023
creek,upstream,brown bullhead,,15,,,,may,spring,2023
creek,upstream,brown bullhead,,1,214,221,127.7,may,spring,2023
creek,upstream,brown bullhead,,1,,183,80.1,may,spring,2023
creek,upstream,brown bullhead,,1,,230,151.1,may,spring,2023
creek,upstream,brown bullhead,,1,,190,80.5,may,spring,2023
creek,upstream,brown bullhead,,1,,184,75.4,may,spring,2023
creek,upstream,brown bullhead,,1,,185,78.4,may,spring,2023
creek,upstream,brown bullhead,,1,,231,145,may,spring,2023
creek,upstream,brown bullhead,,1,,115,17.6,may,spring,2023
creek,upstream,brown bullhead,,1,,185,63.9,may,spring,2023
creek,upstream,brown bullhead,,1,157,160,55.4,may,spring,2023
creek,upstream,brown bullhead,,1,105,106,12.4,may,spring,2023
creek,upstream,brown bullhead,,1,180,180,85.6,may,spring,2023
creek,upstream,brown bullhead,,1,NA,110,17.1,may,spring,2023
creek,upstream,brown bullhead,,3,NA,133,96,may,spring,2023
creek,upstream,brown bullhead,,1,NA,125,21.1,may,spring,2023
creek,upstream,brown bullhead,,,NA,NA,208.6,may,spring,2023
creek,upstream,brown bullhead,,,NA,NA,114.9,may,spring,2023
creek,upstream,brown bullhead,,1,NA,NA,50.8,may,spring,2023
creek,upstream,brown bullhead,,1,,135,24.5,october,fall,2024
creek,upstream,brown bullhead,,1,,193,81.7,october,fall,2024
creek,upstream,brown bullhead,,1,,154,45.7,october,fall,2023
creek,upstream,brown bullhead,,1,,177,68.9,october,fall,2023
creek,upstream,brown bullhead,,1,,168,55.4,october,fall,2023
creek,upstream,brown bullhead,,1,,204,105.3,october,fall,2023
creek,upstream,brown bullhead,,1,,215,111.9,october,fall,2023
creek,upstream,brown bullhead,,1,,139,34.3,october,fall,2023
creek,upstream,brown bullhead,,4,,,265,october,fall,2023
creek,upstream,brown bullhead,,1,,110,15.1,october,fall,2023
creek,upstream,brown bullhead,,6,,180,349.2,october,fall,2023
creek,upstream,brown bullhead,,3,,133,98.3,october,fall,2023
creek,upstream,brown bullhead,,7,,,368.8,october,fall,2023
creek,upstream,brown bullhead,,22,,,,october,fall,2023
creek,upstream,brown bullhead,,6,,,285.5,october,fall,2023
creek,upstream,brown bullhead,,3,,,200,october,fall,2023
creek,upstream,brown bullhead,,6,,,406,october,fall,2023
creek,upstream,brown bullhead,,7,,,376.5,october,fall,2023
creek,upstream,brown bullhead,,5,,,346.7,october,fall,2023
creek,upstream,brown bullhead,,3,,,238.3,october,fall,2023
creek,upstream,brown bullhead,,3,,,236.4,october,fall,2023
creek,upstream,brown bullhead,,4,,,261.4,october,fall,2023
creek,upstream,brown bullhead,,4,,,183.5,october,fall,2023
creek,upstream,brown bullhead,,2,,,66.2,october,fall,2023
creek,upstream,brown bullhead,,1,,185,229.5,october,fall,2023
creek,upstream,brown bullhead,,1,,225,150,october,fall,2023
creek,upstream,brown bullhead,,3,,,358.1,october,fall,2023
creek,upstream,brown bullhead,,3,,,206.8,october,fall,2023
creek,upstream,brown bullhead,,4,,,280.7,october,fall,2023
creek,upstream,brown bullhead,,1,,215,119.2,october,fall,2023
creek,upstream,brown bullhead,,1,NA,122,23.1,october,fall,2023
creek,,brown bullhead,,12,,,,august,summer,2022
creek,,brown bullhead,,10,,,,august,summer,2022
creek,,brown bullhead,,10,,,,august,summer,2022
creek,CC,brown bullhead,,10,,,,august,summer,2022
creek,CC,brown bullhead,,10,,,,august,summer,2022
creek,CC,brown bullhead,,5,,,,august,summer,2022
creek,CC,brown bullhead,,3,,,,august,summer,2022
creek,CC,brown bullhead,,21,,,,august,summer,2022
creek,CC,brown bullhead,,23,,,,august,summer,2022
creek,CC,brown bullhead,,24,,,,august,summer,2022
creek,CC,brown bullhead,,7,,149,371.3,august,summer,2022
creek,CC,brown bullhead,,21,,137,547.3,august,summer,2022
creek,CC,brown bullhead,,5,,151,203.3,august,summer,2022
creek,CC,brown bullhead,,21,,,,august,summer,2022
creek,CC,brown bullhead,,23,,,,august,summer,2022
creek,CC,brown bullhead,,24,,,,august,summer,2022
creek,CC,brown bullhead,,10,,,,august,summer,2022
creek,CC,brown bullhead,,5,,,,august,summer,2022
creek,CC,brown bullhead,,3,,,,august,summer,2022
creek,CC,brown bullhead,,4,NA,NA,NA,october,fall,2022
creek,CC,brown bullhead,,12,NA,NA,NA,october,fall,2022
creek,CC,brown bullhead,,40,NA,NA,NA,october,fall,2022
creek,CC12-22-205,brown bullhead,,1,NA,NA,NA,may,spring,2022
creek,CC22-22,brown bullhead,,25,NA,NA,NA,may,spring,2022
creek,CC23,brown bullhead,,1,,4.9,1,august,summer,2022
creek,CC23,brown bullhead,,1,,5,1,august,summer,2022
creek,CC23,brown bullhead,,1,,4.5,1.1,august,summer,2022
creek,CC5-22-459,brown bullhead,,5,NA,NA,NA,may,spring,2022
creek,CC8-22-154,brown bullhead,,8,NA,165,475,may,spring,2022
creek,CC8-22-155,brown bullhead,,12,NA,170,598,may,spring,2022
creek,CC8-22-156,brown bullhead,,3,NA,120,98,may,spring,2022
creek,CC9-22,brown bullhead,,19,NA,NA,NA,may,spring,2022
creek,CR1,brown bullhead,,11,,,,may,spring,2023
creek,CR2,brown bullhead,,13,,,,may,spring,2023
creek,CR3,brown bullhead,,15,,,,may,spring,2023
creek,CR4,brown bullhead,,4,,,,may,spring,2023
creek,CR5,brown bullhead,,6,,,,may,spring,2023
creek,CR7,brown bullhead,,1,,162,48.4,may,spring,2023
creek,CR7,brown bullhead,,1,,180,71.5,may,spring,2023
creek,CR7,brown bullhead,,1,,162,45.1,may,spring,2023
creek,CR7,brown bullhead,,1,,145,33.2,may,spring,2023
creek,CR7,brown bullhead,,1,,143,33.1,may,spring,2023
creek,CR7,brown bullhead,,1,,115,15.9,may,spring,2023
creek,Culvert ,brown bullhead,,1,,49,1.7,august,summer,2022
creek,Culvert ,brown bullhead,,34,,49,52.6,august,summer,2022
creek,DN2-22-85,brown bullhead,,1,,138,33,may,spring,2022
creek,DN2-22-92,brown bullhead,,1,,145,39,may,spring,2022
lake,EF1,brown bullhead,,9,,,,august,summer,2022
lake,EF1-22-412,brown bullhead,,12,NA,NA,NA,may,spring,2022
lake,EF1-22-505,brown bullhead,,17,NA,NA,NA,may,spring,2022
lake,EF2,brown bullhead,,18,,,,august,summer,2022
lake,EF2-22-509,brown bullhead,,30,NA,NA,NA,may,spring,2022
lake,EF3,brown bullhead,,10,,,,august,summer,2022
lake,LK2,brown bullhead,,30,,,,may,spring,2023
lake,LK3,brown bullhead,,43,,,,may,spring,2023
lake,LK4,brown bullhead,,21,,,,may,spring,2023
lake,LK5,brown bullhead,,44,,,,may,spring,2023
lake,LK6,brown bullhead,,54,,,,may,spring,2023
lake,LK6,brown bullhead,,12,,,,may,spring,2023
lake,Lk7,brown bullhead,,1,,,,may,spring,2023
lake,LK9,brown bullhead,,1,,,,may,spring,2023
lake,OP1,brown bullhead,,16,,,,august,summer,2022
lake,OP1,brown bullhead,,1,,185,84.8,august,summer,2022
lake,OP1,brown bullhead,,1,,121,24.2,august,summer,2022
lake,OP1,brown bullhead,,1,,166,56,august,summer,2022
lake,OP1,brown bullhead,,1,,154,43,august,summer,2022
lake,OP1,brown bullhead,,5,,191,370,august,summer,2022
lake,OP1,brown bullhead,,6,,152,294.3,august,summer,2022
lake,OP1,brown bullhead,,20,,,,august,summer,2022
lake,OP1,brown bullhead,,16,,,,august,summer,2022
lake,OP1,brown bullhead,,61,,,,october,fall,2022
lake,OP1,brown bullhead,,61,NA,NA,NA,october,fall,2022
lake,OP1-22,brown bullhead,,46,NA,NA,NA,may,spring,2022
lake,OP1-22-119,brown bullhead,,9,NA,148,547,may,spring,2022
lake,OP1-22-120,brown bullhead,,19,NA,148,652,may,spring,2022
lake,OP1-22-121,brown bullhead,,9,NA,148,350,may,spring,2022
lake,OP1-22-289,brown bullhead,,41,NA,NA,NA,may,spring,2022
lake,OP1-22-36,brown bullhead,,1,NA,165,56,may,spring,2022
lake,OP1-22-37,brown bullhead,,1,NA,159,49,may,spring,2022
lake,OP1-22-38,brown bullhead,,1,NA,172,58,may,spring,2022
lake,OP1-22-39,brown bullhead,,1,NA,153,44,may,spring,2022
lake,OP1-22-40,brown bullhead,,1,NA,151,40,may,spring,2022
lake,OP1-22-41,brown bullhead,,1,NA,153,46,may,spring,2022
lake,OP1-22-42,brown bullhead,,1,NA,149,37,may,spring,2022
lake,OP1-22-46,brown bullhead,,1,NA,179,78,may,spring,2022
lake,OP1-22-47,brown bullhead,,1,NA,175,67,may,spring,2022
lake,OP1-22-48,brown bullhead,,1,NA,176,62,may,spring,2022
lake,OP1-22-49,brown bullhead,,1,NA,145,41,may,spring,2022
lake,OP1-22-50,brown bullhead,,1,NA,171,53,may,spring,2022
lake,OP1-22-51,brown bullhead,,1,NA,159,45,may,spring,2022
lake,OP10,brown bullhead,,11,,,,august,summer,2022
lake,OP10,brown bullhead,,1,,190,71.8,august,summer,2022
lake,OP10,brown bullhead,,25,,,,august,summer,2022
lake,OP10,brown bullhead,,4,,,,august,summer,2022
lake,OP10,brown bullhead,,37,,,,october,fall,2022
lake,OP10-22-381,brown bullhead,,23,NA,NA,NA,may,spring,2022
lake,OP10-22-408,brown bullhead,,16,NA,NA,NA,may,spring,2022
lake,OP11,brown bullhead,,18,,,,august,summer,2022
lake,OP11,brown bullhead,,22,,,,august,summer,2022
lake,OP11,brown bullhead,,1,,,,august,summer,2022
lake,OP11,brown bullhead,,40,,,,october,fall,2022
lake,OP11-22-405,brown bullhead,,4,NA,NA,NA,may,spring,2022
lake,OP12,brown bullhead,,39,,,,august,summer,2022
lake,OP12,brown bullhead,,8,,182,420.4,august,summer,2022
lake,OP12,brown bullhead,,7,,166,407.7,august,summer,2022
lake,OP12,brown bullhead,,8,,,,august,summer,2022
lake,OP12-22,brown bullhead,,25,NA,NA,NA,may,spring,2022
lake,OP12-22-389,brown bullhead,,41,NA,NA,NA,may,spring,2022
lake,OP2,brown bullhead,,15,,,,august,summer,2022
lake,OP2,brown bullhead,,1,,182,66.5,august,summer,2022
lake,OP2,brown bullhead,,3,,163,165.1,august,summer,2022
lake,OP2,brown bullhead,,16,,,,august,summer,2022
lake,OP2,brown bullhead,,15,,,,august,summer,2022
lake,OP2,brown bullhead,,61,,,,october,fall,2022
lake,OP2,brown bullhead,,61,NA,NA,NA,october,fall,2022
lake,OP2-22-124,brown bullhead,,12,NA,165,570,may,spring,2022
lake,OP2-22-125,brown bullhead,,12,NA,185,698,may,spring,2022
lake,OP2-22-126,brown bullhead,,6,NA,184,319,may,spring,2022
lake,OP2-22-356,brown bullhead,,29,NA,NA,NA,may,spring,2022
lake,OP3,brown bullhead,,24,,,,august,summer,2022
lake,OP3,brown bullhead,,14,,,,august,summer,2022
lake,OP3,brown bullhead,,7,,182,458.3,august,summer,2022
lake,OP3,brown bullhead,,10,,174,635.3,august,summer,2022
lake,OP3,brown bullhead,,3,,190,217.4,august,summer,2022
lake,OP3,brown bullhead,,9,,184,622.7,august,summer,2022
lake,OP3,brown bullhead,,24,,,,august,summer,2022
lake,OP3,brown bullhead,,26,,,,october,fall,2022
lake,OP3,brown bullhead,,26,NA,NA,NA,october,fall,2022
lake,OP3-22-128,brown bullhead,,14,NA,182,649,may,spring,2022
lake,OP3-22-129,brown bullhead,,5,NA,154,209,may,spring,2022
lake,OP3-22-130,brown bullhead,,4,NA,196,344,may,spring,2022
lake,OP3-22-297,brown bullhead,,39,NA,NA,NA,may,spring,2022
lake,OP3-22-357,brown bullhead,,34,NA,NA,NA,may,spring,2022
creek,OP4,brown bullhead,,4,,,,august,summer,2022
lake,OP4,brown bullhead,,1,,172,68.1,august,summer,2022
lake,OP4,brown bullhead,,11,,179,733.8,august,summer,2022
lake,OP4,brown bullhead,,7,,,,august,summer,2022
lake,OP4,brown bullhead,,4,,,,august,summer,2022
lake,OP4,brown bullhead,,4,,,,october,fall,2022
lake,OP4,brown bullhead,,4,NA,NA,NA,october,fall,2022
lake,OP4-22-298,brown bullhead,,14,NA,NA,NA,may,spring,2022
lake,OP4-22-364,brown bullhead,,44,NA,NA,NA,may,spring,2022
lake,OP5,brown bullhead,,4,,,,august,summer,2022
lake,OP5,brown bullhead,,2,,,,august,summer,2022
lake,OP5,brown bullhead,,4,,,,august,summer,2022
lake,OP5,brown bullhead,,24,,,,october,fall,2022
lake,OP5,brown bullhead,,24,NA,NA,NA,october,fall,2022
lake,OP5-22-14,brown bullhead,,1,NA,170,70,may,spring,2022
lake,OP5-22-15,brown bullhead,,1,NA,186,76,may,spring,2022
lake,OP5-22-16,brown bullhead,,1,NA,186,73,may,spring,2022
lake,OP5-22-17,brown bullhead,,1,NA,195,82,may,spring,2022
lake,OP5-22-18,brown bullhead,,1,NA,179,62,may,spring,2022
lake,OP5-22-19,brown bullhead,,1,NA,156,51,may,spring,2022
lake,OP5-22-20,brown bullhead,,1,NA,159,48,may,spring,2022
lake,OP5-22-21,brown bullhead,,1,NA,185,78,may,spring,2022
lake,OP5-22-317,brown bullhead,,29,NA,NA,NA,may,spring,2022
lake,OP6,brown bullhead,,15,,,,august,summer,2022
lake,OP6,brown bullhead,,3,,170,142.4,august,summer,2022
lake,OP6,brown bullhead,,17,,,,august,summer,2022
lake,OP6,brown bullhead,,15,,,,august,summer,2022
